edge_id,date,day_of_week,is_weekend,hour,weather,is_rush_hour,congestion_level
"(12920669869, 1186889231, 0)",2026-07-15,2,0,21,0,0,3
"(1325839946, 1326062805, 0)",2026-06-27,5,1,23,2,0,5
"(1323672769, 1323672516, 0)",2026-05-12,1,0,22,1,0,3
"(1330400137, 6629198642, 0)",2026-06-11,3,0,8,1,1,8
"(1186425464, 1184975564, 0)",2026-05-19,1,0,13,0,0,3
"(6547426508, 5760614813, 0)",2026-07-24,4,1,10,0,0,1
"(1374435979, 1364174412, 0)",2026-05-05,1,0,10,1,0,1
"(1324181560, 1324181166, 0)",2026-07-17,4,1,15,0,1,3
"(1363883359, 1363882222, 0)",2026-07-22,2,0,13,0,0,2
"(3676305214, 3676304507, 0)",2026-05-31,6,0,19,1,0,1
"(6296976796, 1329735146, 0)",2026-07-02,3,0,22,0,0,1
"(6557376736, 3111984021, 0)",2026-05-27,2,0,11,0,0,2
"(6547573862, 6547573873, 0)",2026-07-29,2,0,18,2,0,6
"(1330171637, 1330170399, 0)",2026-06-04,3,0,10,0,0,3
"(6620749493, 6620749498, 0)",2026-06-10,2,0,20,0,0,1
"(1178236745, 1178236855, 0)",2026-06-09,1,0,12,0,0,1
"(1326941345, 1326941569, 0)",2026-05-13,2,0,8,0,1,7
"(6553429911, 1180288829, 0)",2026-07-27,0,0,21,0,0,2
"(6553252010, 6536363971, 0)",2026-07-08,2,0,18,0,0,3
"(1356917806, 1356918903, 0)",2026-05-14,3,0,20,0,0,3
"(5930720830, 6598993780, 0)",2026-05-24,6,0,13,0,0,3
"(331538426, 596600176, 0)",2026-05-21,3,0,8,0,1,8
"(1175373522, 1175375870, 0)",2026-07-28,1,0,10,0,0,3
"(6775165202, 6775165196, 0)",2026-06-13,5,1,11,0,0,3
"(6557974648, 1417561090, 0)",2026-06-12,4,1,17,1,0,1
"(1374245565, 1374245525, 0)",2026-06-09,1,0,17,0,0,3
"(6640700587, 1349781203, 0)",2026-06-19,4,1,17,0,0,1
"(1330820105, 1330820244, 0)",2026-05-02,5,1,7,0,1,1
"(1352193566, 1352193540, 0)",2026-05-16,5,1,9,0,1,2
"(11953619597, 11953619598, 0)",2026-07-07,1,0,21,0,0,3
"(6580927373, 6580961271, 0)",2026-06-10,2,0,23,0,0,1
"(1354862489, 1354862557, 0)",2026-05-09,5,1,20,0,0,4
"(6630522679, 6630522676, 0)",2026-05-06,2,0,14,0,1,9
"(1380076849, 1380076927, 0)",2026-07-20,0,0,15,1,1,6
"(6544627086, 6544627091, 0)",2026-05-17,6,0,17,0,0,2
"(6296976796, 1329735146, 0)",2026-05-24,6,0,12,0,0,2
"(1351057242, 331562252, 0)",2026-06-05,4,1,17,0,0,2
"(331565003, 331565002, 0)",2026-07-06,0,0,20,0,0,1
"(1329698771, 1329698284, 0)",2026-05-06,2,0,13,0,0,3
"(6557376752, 6557597643, 0)",2026-05-16,5,1,19,0,0,7
"(1174154997, 1174154743, 0)",2026-07-26,6,0,19,2,0,4
"(1326941345, 1326941569, 0)",2026-05-10,6,0,6,0,0,1
"(1360982415, 1804724846, 0)",2026-06-04,3,0,13,0,0,2
"(6541526356, 6530711225, 0)",2026-06-22,0,0,11,0,0,3
"(1370526903, 1370526980, 0)",2026-05-15,4,1,7,1,1,1
"(1184943250, 1184942691, 0)",2026-06-06,5,1,13,0,0,3
"(1334014187, 1358046381, 0)",2026-06-20,5,1,16,1,1,3
"(6573704012, 6573704007, 0)",2026-05-24,6,0,10,0,0,3
"(1334046976, 1334047484, 0)",2026-06-16,1,0,16,0,1,8
"(6570316836, 1327150065, 0)",2026-05-28,3,0,6,1,0,3
"(6552417220, 6559364630, 0)",2026-07-13,0,0,15,0,1,9
"(6620749493, 6620749498, 0)",2026-05-16,5,1,22,0,0,6
"(1325840066, 6296868940, 0)",2026-06-10,2,0,7,0,1,8
"(1329345222, 1327186562, 0)",2026-06-22,0,0,11,0,0,3
"(1349779720, 1356919050, 0)",2026-07-23,3,0,9,2,1,10
"(1172905009, 1172904968, 0)",2026-07-06,0,0,13,0,0,1
"(331538426, 596600176, 0)",2026-07-27,0,0,10,0,0,1
"(1185026376, 1184942947, 0)",2026-05-02,5,1,9,0,1,2
"(1332724217, 1332724480, 0)",2026-05-02,5,1,22,0,0,6
"(1330170962, 1330171205, 0)",2026-05-29,4,1,22,0,0,5
"(6561114834, 1174066991, 0)",2026-06-17,2,0,10,0,0,3
"(1346612860, 1346612090, 0)",2026-07-13,0,0,23,0,0,2
"(5930720830, 6598993780, 0)",2026-07-08,2,0,12,0,0,3
"(1373281684, 1373281574, 0)",2026-05-03,6,0,9,2,1,9
"(1361117286, 1361117571, 0)",2026-07-25,5,1,20,0,0,6
"(6557376729, 6557376724, 0)",2026-06-23,1,0,12,0,0,3
"(1323698491, 1323698546, 0)",2026-06-17,2,0,12,0,0,3
"(719869622, 719869612, 0)",2026-07-01,2,0,18,0,0,2
"(1356519875, 6769076215, 0)",2026-07-28,1,0,20,0,0,3
"(6541873169, 6541873170, 0)",2026-07-23,3,0,18,2,0,5
"(6561114834, 1174066991, 0)",2026-05-16,5,1,16,0,1,3
"(1323345442, 1323345972, 0)",2026-06-20,5,1,8,1,1,3
"(1357216546, 1357216432, 0)",2026-07-05,6,0,22,0,0,1
"(1374245565, 1374246035, 0)",2026-06-17,2,0,20,0,0,3
"(6580964317, 1323345593, 0)",2026-05-22,4,1,10,1,0,3
"(1331244754, 1331244877, 0)",2026-06-18,3,0,20,0,0,3
"(1418770624, 1418728209, 0)",2026-05-17,6,0,22,0,0,1
"(1396425558, 1396425569, 0)",2026-05-18,0,0,14,0,1,9
"(1347293015, 1347293062, 0)",2026-07-26,6,0,7,2,1,10
"(1357399304, 1334014283, 0)",2026-07-09,3,0,16,0,1,8
"(1353448531, 1353448730, 0)",2026-07-27,0,0,11,0,0,1
"(1395429860, 1395429882, 0)",2026-05-25,0,0,8,0,1,9
"(6669853392, 6670102510, 0)",2026-05-24,6,0,14,0,1,6
"(1356520047, 6615870733, 0)",2026-05-01,4,1,9,1,1,1
"(1396508515, 1396508522, 0)",2026-06-20,5,1,22,1,0,5
"(6623059680, 6623059676, 0)",2026-07-02,3,0,17,0,0,1
"(1371671327, 1371671454, 0)",2026-07-06,0,0,8,0,1,7
"(1371538688, 1371538805, 0)",2026-05-17,6,0,15,0,1,7
"(3467985851, 1184975449, 0)",2026-05-12,1,0,14,1,1,8
"(1323346022, 6598161420, 0)",2026-05-31,6,0,15,1,1,7
"(1347569397, 1347569473, 0)",2026-05-27,2,0,7,0,1,8
"(6738710336, 6738710330, 0)",2026-06-03,2,0,20,0,0,1
"(1324408803, 1324408994, 0)",2026-05-05,1,0,18,1,0,3
"(1329698771, 1329698284, 0)",2026-05-04,0,0,20,0,0,3
"(1184780232, 13206205862, 0)",2026-07-23,3,0,15,2,1,10
"(1370526911, 6651595643, 0)",2026-05-04,0,0,16,0,1,8
"(9407387382, 1185579794, 0)",2026-07-29,2,0,23,2,0,6
"(719869622, 719869612, 0)",2026-05-09,5,1,6,0,0,1
"(1330171400, 1329345386, 0)",2026-05-18,0,0,18,0,0,1
"(1330171637, 1330170399, 0)",2026-05-17,6,0,22,0,0,3
"(6561114829, 1171724116, 0)",2026-07-24,4,1,18,0,0,3
"(1175876849, 1175876791, 0)",2026-05-21,3,0,21,0,0,3
"(1185026243, 1185026346, 0)",2026-06-27,5,1,23,2,0,5
"(6559065353, 6559065355, 0)",2026-07-17,4,1,16,0,1,2
"(1186889099, 1186546606, 0)",2026-07-13,0,0,18,0,0,1
"(1179694975, 1179694218, 0)",2026-06-09,1,0,11,0,0,2
"(6669853392, 6670102510, 0)",2026-06-29,0,0,14,0,1,6
"(11006104077, 11006104104, 0)",2026-06-03,2,0,18,0,0,3
"(1348960214, 1348960243, 0)",2026-07-28,1,0,8,0,1,7
"(13087366601, 1329433896, 0)",2026-06-17,2,0,22,0,0,3
"(12293292105, 12293228200, 0)",2026-07-04,5,1,14,0,1,2
"(1175876849, 1175876791, 0)",2026-06-29,0,0,9,0,1,5
"(1325840066, 6296868940, 0)",2026-05-21,3,0,11,0,0,1
"(6557315806, 12468747074, 0)",2026-05-18,0,0,17,0,0,2
"(1178236650, 1178236811, 0)",2026-05-08,4,1,16,1,1,2
"(6557974648, 1417561090, 0)",2026-06-15,0,0,10,0,0,2
"(6620749493, 6620749498, 0)",2026-06-07,6,0,7,0,1,6
"(1325840066, 6296868940, 0)",2026-07-05,6,0,12,0,0,2
"(6630522679, 6630522676, 0)",2026-05-06,2,0,17,0,0,2
"(5800294569, 1374129691, 0)",2026-05-01,4,1,15,1,1,3
"(6757013374, 6757013360, 0)",2026-05-14,3,0,9,0,1,8
"(6554335446, 1172905052, 0)",2026-07-22,2,0,15,0,1,8
"(1366234557, 6547766243, 0)",2026-06-05,4,1,11,0,0,3
"(6777684910, 1352193694, 0)",2026-07-04,5,1,12,0,0,1
"(1350774257, 1350774330, 0)",2026-05-04,0,0,15,0,1,8
"(1328079242, 1328078851, 0)",2026-07-18,5,1,12,0,0,3
"(1348960214, 1348960243, 0)",2026-05-21,3,0,13,0,0,1
"(6569018819, 1380541980, 0)",2026-06-01,0,0,18,0,0,1
"(1332724605, 6769856178, 0)",2026-05-30,5,1,20,0,0,5
"(6631172448, 1324408982, 0)",2026-05-18,0,0,6,0,0,3
"(1324570374, 1324570421, 0)",2026-05-18,0,0,7,0,1,7
"(1343821184, 1343821263, 0)",2026-06-19,4,1,9,0,1,2
"(1323672567, 1323672729, 0)",2026-06-13,5,1,22,0,0,5
"(6631178703, 1329434274, 0)",2026-06-05,4,1,7,0,1,3
"(1350752656, 6602350580, 0)",2026-06-03,2,0,19,0,0,1
"(3467985821, 3467985833, 0)",2026-05-11,0,0,23,0,0,2
"(1374245565, 1374245525, 0)",2026-07-25,5,1,12,0,0,3
"(6637789301, 6637789305, 0)",2026-06-22,0,0,17,0,0,3
"(1371382516, 6630661890, 0)",2026-07-25,5,1,7,0,1,1
"(1332017826, 1332017777, 0)",2026-07-21,1,0,6,1,0,2
"(12920669869, 1186889231, 0)",2026-07-11,5,1,19,0,0,5
"(6557376736, 3111984021, 0)",2026-07-27,0,0,17,0,0,1
"(1368366497, 1368366472, 0)",2026-05-25,0,0,7,0,1,7
"(1374279064, 1374279335, 0)",2026-05-28,3,0,22,1,0,3
"(1356920102, 6627437350, 0)",2026-07-26,6,0,17,2,0,4
"(1329698788, 1329698816, 0)",2026-07-14,1,0,12,0,0,3
"(1329735003, 2973460651, 0)",2026-05-07,3,0,15,0,1,8
"(1371956302, 1371956554, 0)",2026-06-25,3,0,12,0,0,1
"(6541820282, 1343821122, 0)",2026-06-21,6,0,6,0,0,3
"(1323672609, 1323672760, 0)",2026-06-13,5,1,9,0,1,3
"(6547182834, 6547182832, 0)",2026-07-20,0,0,12,1,0,3
"(6628867004, 6628867044, 0)",2026-06-16,1,0,23,0,0,3
"(1350774113, 1350774443, 0)",2026-05-21,3,0,12,0,0,1
"(6624547071, 6624573186, 0)",2026-06-09,1,0,17,0,0,2
"(1379368400, 1379368402, 0)",2026-07-13,0,0,6,0,0,1
"(5761923664, 1368366565, 0)",2026-05-29,4,1,12,0,0,2
"(6588463544, 6588463537, 0)",2026-07-05,6,0,12,0,0,1
"(6580927373, 6580961271, 0)",2026-05-11,0,0,6,0,0,3
"(2988710800, 6588133421, 0)",2026-07-26,6,0,7,2,1,10
"(1352193870, 1352193896, 0)",2026-05-02,5,1,13,0,0,1
"(1350752656, 6602350580, 0)",2026-06-20,5,1,14,1,1,1
"(1172905066, 1172905094, 0)",2026-07-05,6,0,12,0,0,1
"(6775165202, 6775165196, 0)",2026-06-01,0,0,20,0,0,3
"(1374279064, 1374279335, 0)",2026-07-08,2,0,11,0,0,1
"(6586987099, 6586987098, 0)",2026-05-30,5,1,19,0,0,5
"(6553429911, 1180288829, 0)",2026-06-02,1,0,20,0,0,3
"(6637789301, 6637789305, 0)",2026-05-09,5,1,23,0,0,2
"(1343821189, 1343821154, 0)",2026-05-03,6,0,18,2,0,6
"(1374245565, 1374245525, 0)",2026-05-13,2,0,14,0,1,7
"(1354670094, 1354670321, 0)",2026-06-01,0,0,16,0,1,9
"(1356520047, 6615870733, 0)",2026-07-05,6,0,15,0,1,6
"(6637789299, 6637789301, 0)",2026-06-12,4,1,17,1,0,3
"(1357399489, 1357399332, 0)",2026-05-03,6,0,18,2,0,3
"(1329698788, 1329698816, 0)",2026-06-22,0,0,7,0,1,9
"(6637789301, 6637789305, 0)",2026-06-15,0,0,11,0,0,3
"(1329345260, 1329345231, 0)",2026-07-19,6,0,7,0,1,8
"(3676305214, 3676304507, 0)",2026-05-24,6,0,21,0,0,2
"(1361117286, 1361117571, 0)",2026-07-14,1,0,14,0,1,6
"(5754489564, 1175374600, 0)",2026-07-16,3,0,12,1,0,2
"(1381026545, 1381026531, 0)",2026-06-17,2,0,12,0,0,1
"(1324408803, 1324408994, 0)",2026-05-30,5,1,23,0,0,3
"(1329345222, 1327186562, 0)",2026-05-06,2,0,15,0,1,5
"(1174446973, 1174066983, 0)",2026-05-25,0,0,23,0,0,2
"(1346612566, 1346611975, 0)",2026-05-14,3,0,7,0,1,9
"(1364829713, 6544339896, 0)",2026-06-09,1,0,10,0,0,3
"(1361117236, 1361117275, 0)",2026-06-17,2,0,11,0,0,1
"(1350752656, 6602350580, 0)",2026-05-20,2,0,23,0,0,1
"(1370526903, 1370526980, 0)",2026-07-24,4,1,9,0,1,2
"(6581279487, 6581279486, 0)",2026-05-17,6,0,9,0,1,9
"(1356918579, 1356919507, 0)",2026-07-29,2,0,11,2,0,3
"(6558050360, 6538858465, 0)",2026-05-24,6,0,8,0,1,7
"(1347137619, 1347137659, 0)",2026-05-15,4,1,15,1,1,1
"(6542839673, 3676454416, 0)",2026-06-05,4,1,15,0,1,3
"(1330537648, 6554845384, 0)",2026-06-07,6,0,9,0,1,9
"(6630522679, 6630522676, 0)",2026-05-29,4,1,15,0,1,2
"(1346612566, 1346611975, 0)",2026-07-08,2,0,8,0,1,6
"(1371671327, 1371671454, 0)",2026-07-15,2,0,14,0,1,7
"(721619073, 1334295727, 0)",2026-06-16,1,0,20,0,0,3
"(6557376752, 6557597643, 0)",2026-05-24,6,0,18,0,0,3
"(6591306604, 13980225453, 0)",2026-07-16,3,0,7,1,1,5
"(1370526566, 1370526639, 0)",2026-07-21,1,0,21,1,0,1
"(2988775567, 1374245347, 0)",2026-05-06,2,0,13,0,0,1
"(6775165202, 6775165196, 0)",2026-05-26,1,0,22,0,0,2
"(6576721831, 3250738467, 0)",2026-05-12,1,0,10,1,0,3
"(1348960214, 1348960243, 0)",2026-05-08,4,1,13,1,0,1
"(1334046976, 1334047484, 0)",2026-07-20,0,0,6,1,0,1
"(1323672769, 1323672516, 0)",2026-07-02,3,0,22,0,0,3
"(6296893347, 6296893346, 0)",2026-05-28,3,0,20,1,0,1
"(1396443245, 1396443273, 0)",2026-05-05,1,0,8,1,1,5
"(1324181418, 6545381135, 0)",2026-07-06,0,0,12,0,0,1
"(6296893347, 6296893346, 0)",2026-05-13,2,0,16,0,1,6
"(1329735003, 2973460651, 0)",2026-06-05,4,1,6,0,0,3
"(5765103561, 6559093393, 0)",2026-06-17,2,0,12,0,0,2
"(1329345383, 1329345410, 0)",2026-06-01,0,0,17,0,0,1
"(6552417220, 6559364630, 0)",2026-06-10,2,0,19,0,0,2
"(6669853392, 6670102510, 0)",2026-06-09,1,0,8,0,1,7
"(1332724605, 6769856178, 0)",2026-06-14,6,0,13,0,0,3
"(1175876731, 1175878154, 0)",2026-05-03,6,0,17,2,0,5
"(1334047122, 1334047056, 0)",2026-06-16,1,0,11,0,0,1
"(6552183332, 5755970960, 0)",2026-05-11,0,0,9,0,1,7
"(1172905009, 1172904968, 0)",2026-05-22,4,1,23,1,0,3
"(1350029522, 1350029611, 0)",2026-07-10,4,1,18,2,0,5
"(1331244754, 1331244877, 0)",2026-05-12,1,0,13,1,0,1
"(6769902214, 1379368792, 0)",2026-05-21,3,0,7,0,1,8
"(1348960214, 1348960243, 0)",2026-05-21,3,0,6,0,0,1
"(1330170196, 1330171107, 0)",2026-05-19,1,0,9,0,1,7
"(6583043108, 1331082612, 0)",2026-06-11,3,0,18,1,0,3
"(1346612565, 1346612081, 0)",2026-05-27,2,0,12,0,0,3
"(1357216546, 1357216432, 0)",2026-07-12,6,0,11,0,0,1
"(1329698771, 1329698284, 0)",2026-05-23,5,1,12,0,0,1
"(6755854467, 1372487009, 1)",2026-05-17,6,0,11,0,0,1
"(331565003, 331565002, 0)",2026-06-30,1,0,15,0,1,8
"(1364829713, 6544339896, 0)",2026-05-14,3,0,15,0,1,9
"(1323345833, 1341987054, 0)",2026-05-31,6,0,9,1,1,7
"(1379368400, 1379368402, 0)",2026-07-26,6,0,7,2,1,10
"(1329698771, 1329698284, 0)",2026-05-21,3,0,7,0,1,6
"(1354670094, 1354670321, 0)",2026-07-25,5,1,8,0,1,2
"(6546989131, 1330820209, 0)",2026-07-15,2,0,17,0,0,1
"(1329637969, 6581812753, 0)",2026-06-20,5,1,6,1,0,2
"(1171724079, 1175374597, 0)",2026-07-25,5,1,9,0,1,1
"(11006104077, 11006104104, 0)",2026-06-18,3,0,7,0,1,8
"(6588133470, 721619009, 0)",2026-05-05,1,0,6,1,0,2
"(1344168045, 1344168110, 0)",2026-06-09,1,0,11,0,0,1
"(1350752656, 6602350580, 0)",2026-06-10,2,0,17,0,0,3
"(6542903703, 6542903721, 0)",2026-06-22,0,0,13,0,0,1
"(1341740647, 1341740642, 0)",2026-06-06,5,1,7,0,1,1
"(1366234557, 6547766243, 0)",2026-05-31,6,0,21,1,0,3
"(6553484552, 1364174103, 0)",2026-05-30,5,1,21,0,0,5
"(6587228308, 5754433201, 0)",2026-05-22,4,1,20,1,0,6
"(1341718877, 1344168014, 0)",2026-07-18,5,1,18,0,0,2
"(6587228308, 5754433201, 0)",2026-06-14,6,0,18,0,0,2
"(1330537648, 6554845384, 0)",2026-06-20,5,1,22,1,0,6
"(6750036709, 6750036706, 0)",2026-05-24,6,0,15,0,1,8
"(6557376752, 6557597643, 0)",2026-07-19,6,0,12,0,0,2
"(6546593263, 6586697616, 0)",2026-07-05,6,0,19,0,0,1
"(1174524649, 6754562258, 0)",2026-06-01,0,0,8,0,1,7
"(1341691045, 6545091979, 0)",2026-07-11,5,1,22,0,0,6
"(9407471693, 6630522620, 0)",2026-07-01,2,0,8,0,1,7
"(6600730979, 1418728240, 0)",2026-07-22,2,0,6,0,0,3
"(1329345245, 1327186582, 0)",2026-05-28,3,0,17,1,0,2
"(1333236267, 6640086937, 0)",2026-05-14,3,0,7,0,1,7
"(1178236865, 1178236463, 0)",2026-06-18,3,0,14,0,1,6
"(9407387382, 1185579794, 0)",2026-07-07,1,0,11,0,0,2
"(6600730979, 1418728240, 0)",2026-07-29,2,0,14,2,1,10
"(1324408906, 1324408750, 0)",2026-07-24,4,1,20,0,0,6
"(5800294569, 1374129691, 0)",2026-05-13,2,0,7,0,1,8
"(12920669869, 1186889231, 0)",2026-06-29,0,0,9,0,1,6
"(1326941595, 1326941528, 0)",2026-06-28,6,0,22,1,0,2
"(7456067127, 1356940127, 0)",2026-07-14,1,0,6,0,0,3
"(6557376752, 6557597643, 0)",2026-05-09,5,1,6,0,0,2
"(1329345260, 1329345231, 0)",2026-06-27,5,1,21,2,0,6
"(6552768140, 1330947542, 0)",2026-05-23,5,1,6,0,0,2
"(1184863686, 6296933039, 0)",2026-05-03,6,0,10,2,0,5
"(1334047185, 1334047322, 0)",2026-06-13,5,1,19,0,0,6
"(1179694693, 5761922487, 0)",2026-05-05,1,0,7,1,1,8
"(1324181616, 1324181571, 0)",2026-07-18,5,1,6,0,0,2
"(1332724217, 1332724480, 0)",2026-05-31,6,0,11,1,0,2
"(1323345690, 1323345352, 0)",2026-07-22,2,0,23,0,0,2
"(1371956302, 1371956554, 0)",2026-06-26,4,1,11,1,0,2
"(1324570350, 6589563017, 0)",2026-07-29,2,0,11,2,0,5
"(1341691045, 6545091979, 0)",2026-05-10,6,0,15,0,1,7
"(5756734424, 5756734434, 0)",2026-07-22,2,0,19,0,0,3
"(1350752740, 1350753292, 0)",2026-07-15,2,0,13,0,0,2
"(6580927373, 6580961271, 0)",2026-05-29,4,1,20,0,0,5
"(12237200017, 1361117364, 0)",2026-07-19,6,0,22,0,0,2
"(6567047164, 6567047167, 0)",2026-05-23,5,1,22,0,0,6
"(6542839673, 3676454416, 0)",2026-07-18,5,1,10,0,0,3
"(1379372182, 1379372190, 0)",2026-05-27,2,0,15,0,1,7
"(6775165202, 6775165196, 0)",2026-07-16,3,0,22,1,0,1
"(1325840095, 1325839862, 0)",2026-07-21,1,0,20,1,0,3
"(6546611579, 12031564935, 0)",2026-06-03,2,0,15,0,1,7
"(6620749493, 6620749498, 0)",2026-06-07,6,0,18,0,0,1
"(6569018819, 1380541980, 0)",2026-06-08,0,0,22,1,0,2
"(1174066989, 1174446923, 0)",2026-05-12,1,0,20,1,0,3
"(1179694693, 5761922487, 0)",2026-06-27,5,1,20,2,0,8
"(331565003, 331565002, 0)",2026-05-25,0,0,12,0,0,3
"(1380541242, 1380541236, 0)",2026-05-03,6,0,16,2,1,9
"(1353114192, 1353114107, 0)",2026-07-15,2,0,6,0,0,1
"(6588463544, 6588463537, 0)",2026-06-22,0,0,21,0,0,2
"(721619180, 1380541148, 0)",2026-05-09,5,1,19,0,0,7
"(1322981515, 5759060158, 0)",2026-05-20,2,0,7,0,1,9
"(1350774512, 2988947194, 0)",2026-06-16,1,0,7,0,1,9
"(1612356756, 3775034738, 0)",2026-05-03,6,0,22,2,0,3
"(1364829529, 1364829688, 0)",2026-06-15,0,0,10,0,0,1
"(1364900601, 6552023122, 0)",2026-06-18,3,0,15,0,1,9
"(1323345183, 6552242977, 0)",2026-05-05,1,0,17,1,0,2
"(1327186259, 1327186566, 0)",2026-07-13,0,0,10,0,0,3
"(6777684910, 1352193694, 0)",2026-05-17,6,0,8,0,1,6
"(1350774113, 1350774443, 0)",2026-07-12,6,0,15,0,1,7
"(1354670094, 1354670321, 0)",2026-07-09,3,0,9,0,1,8
"(1381026545, 1381026531, 0)",2026-05-22,4,1,16,1,1,3
"(1175877787, 1176476706, 0)",2026-05-10,6,0,15,0,1,8
"(6775370153, 6775370130, 0)",2026-07-18,5,1,19,0,0,6
"(1381026313, 6570667566, 0)",2026-07-14,1,0,22,0,0,3
"(1371955805, 1371955991, 0)",2026-05-13,2,0,7,0,1,7
"(6553252010, 6536363971, 0)",2026-06-16,1,0,16,0,1,5
"(1323672769, 1323672516, 0)",2026-05-01,4,1,13,1,0,3
"(1359004421, 1359004039, 0)",2026-07-16,3,0,7,1,1,7
"(6637789299, 6637789301, 0)",2026-06-05,4,1,7,0,1,1
"(1347137619, 1347137659, 0)",2026-07-23,3,0,19,2,0,4
"(1330170962, 1330171205, 0)",2026-06-28,6,0,10,1,0,2
"(1346847673, 1346779125, 0)",2026-05-10,6,0,6,0,0,3
"(1354862489, 1354862557, 0)",2026-07-06,0,0,15,0,1,7
"(6580927373, 6580961271, 0)",2026-05-31,6,0,9,1,1,7
"(6570316836, 1327150065, 0)",2026-07-08,2,0,23,0,0,3
"(1184975499, 1185106853, 0)",2026-07-07,1,0,7,0,1,8
"(6547969023, 5761923677, 0)",2026-05-06,2,0,21,0,0,1
"(1184065373, 1184065322, 0)",2026-05-03,6,0,20,2,0,4
"(6296976796, 1329735146, 0)",2026-06-15,0,0,15,0,1,9
"(6543100400, 1174966893, 0)",2026-06-13,5,1,16,0,1,3
"(1322981947, 1322981470, 0)",2026-05-22,4,1,15,1,1,3
"(6561114829, 1171724116, 0)",2026-06-02,1,0,10,0,0,1
"(1381026352, 1381026372, 0)",2026-05-24,6,0,22,0,0,2
"(1330170962, 1330171205, 0)",2026-07-18,5,1,20,0,0,6
"(2988813045, 1371671494, 0)",2026-07-04,5,1,19,0,0,4
"(6631178703, 1329434274, 0)",2026-07-02,3,0,12,0,0,3
"(7432166402, 7432166403, 0)",2026-05-10,6,0,10,0,0,1
"(719869622, 719869612, 0)",2026-06-16,1,0,10,0,0,1
"(6552362569, 6552362570, 0)",2026-05-18,0,0,6,0,0,3
"(1341718877, 1344168014, 0)",2026-07-29,2,0,21,2,0,5
"(1179694693, 5761922487, 0)",2026-07-11,5,1,22,0,0,6
"(1186524341, 1186524464, 0)",2026-06-26,4,1,15,1,1,3
"(6569018819, 1380541980, 0)",2026-06-20,5,1,19,1,0,6
"(1331244754, 1331244877, 0)",2026-06-11,3,0,18,1,0,3
"(1175877023, 5755845306, 0)",2026-07-25,5,1,6,0,0,3
"(6598691631, 6596790435, 0)",2026-07-17,4,1,7,0,1,1
"(2988698289, 2988700223, 0)",2026-07-06,0,0,9,0,1,8
"(3467985851, 1184975449, 0)",2026-07-01,2,0,22,0,0,3
"(1174066989, 1174446923, 0)",2026-05-07,3,0,12,0,0,1
"(13980225467, 13980225457, 0)",2026-06-01,0,0,22,0,0,3
"(1349527623, 1349527724, 0)",2026-07-29,2,0,15,2,1,9
"(1172905066, 1172905094, 0)",2026-07-24,4,1,19,0,0,5
"(1612356756, 3775034738, 0)",2026-07-14,1,0,17,0,0,3
"(1373281684, 1373281574, 0)",2026-07-22,2,0,20,0,0,1
"(1356460312, 1356460609, 0)",2026-05-09,5,1,23,0,0,1
"(6580964317, 1323345593, 0)",2026-06-27,5,1,16,2,1,5
"(6631173960, 6631708296, 0)",2026-05-16,5,1,12,0,0,2
"(1357399489, 1357399332, 0)",2026-06-01,0,0,12,0,0,2
"(1323895380, 1323895286, 0)",2026-06-19,4,1,9,0,1,1
"(6558050360, 6538858465, 0)",2026-05-18,0,0,22,0,0,2
"(1331244983, 1331245676, 0)",2026-05-24,6,0,7,0,1,8
"(6769163183, 6769186889, 0)",2026-07-08,2,0,16,0,1,7
"(7432166402, 7432166403, 0)",2026-06-09,1,0,10,0,0,1
"(1329345383, 1329345410, 0)",2026-05-05,1,0,6,1,0,1
"(6557737125, 6557737126, 0)",2026-07-19,6,0,17,0,0,1
"(1806914836, 1323345311, 0)",2026-07-04,5,1,23,0,0,2
"(1185026376, 1184942947, 0)",2026-07-15,2,0,16,0,1,7
"(1326941345, 1326941569, 0)",2026-06-10,2,0,15,0,1,5
"(6552362569, 6552362570, 0)",2026-06-11,3,0,9,1,1,8
"(6738766745, 1324570438, 0)",2026-05-24,6,0,18,0,0,1
"(6561114834, 1174066991, 0)",2026-06-12,4,1,9,1,1,3
"(11006104077, 11006104104, 0)",2026-05-17,6,0,21,0,0,3
"(1346639125, 6553140114, 0)",2026-06-24,2,0,12,1,0,3
"(1371538920, 1371538659, 0)",2026-07-15,2,0,7,0,1,7
"(9407387382, 1185579794, 0)",2026-05-13,2,0,21,0,0,2
"(1171157846, 1171157694, 0)",2026-06-11,3,0,9,1,1,7
"(1374245133, 1374245568, 0)",2026-06-03,2,0,22,0,0,1
"(1333236273, 1333236208, 0)",2026-06-02,1,0,18,0,0,1
"(1370583961, 1370584066, 0)",2026-07-17,4,1,13,0,0,3
"(5754489564, 1175374600, 0)",2026-07-28,1,0,17,0,0,3
"(1326063002, 1326063009, 0)",2026-05-03,6,0,12,2,0,6
"(1361117236, 1361117275, 0)",2026-07-01,2,0,11,0,0,2
"(331561175, 6600683484, 0)",2026-06-22,0,0,14,0,1,7
"(1381026405, 1381026406, 0)",2026-05-27,2,0,17,0,0,2
"(1374279617, 6584639024, 0)",2026-07-15,2,0,15,0,1,6
"(1341987090, 1342945811, 0)",2026-05-05,1,0,8,1,1,5
"(1334047127, 1364900534, 0)",2026-07-27,0,0,18,0,0,1
"(1373281684, 1373281574, 0)",2026-05-01,4,1,17,1,0,3
